98,蘇貞昌,107年直轄市市長選舉,首次申報,1070911,營利事業捐贈收入,豐興鋼鐵股份有限公司,55389357,1000000.00,0.00,,金錢,臺中市后里區****,,
34,林佳龍,107年直轄市市長選舉,首次申報,1070718,營利事業捐贈收入,豐興鋼鐵股份有限公司,55389357,50000.00,0.00,,金錢,臺中市后里區****,,
111,林佳龍,107年直轄市市長選舉,首次申報,1070830,營利事業捐贈收入,建新國際股份有限公司,23250583,1000000.00,0.00,,金錢,臺中市梧棲區****,,
16,張清照,107年直轄市議員選舉,首次申報,1071011,營利事業捐贈收入,中科國際物流股份有限公司,29182232,500000.00,0.00,,金錢,中部科學工業****,,
132,楊典忠,107年直轄市議員選舉,首次申報,1071013,營利事業捐贈收入,建懋投資股份有公司,89944811,200000.00,0.00,,金錢,臺北市中山區****,,
30,王立任,107年直轄市議員選舉,首次申報,1071008,營利事業捐贈收入,中科國際物流股份有限公司,29182232,200000.00,0.00,,金錢,臺中市大雅區****,04-2*****,
9,陳世凱,107年直轄市議員選舉,首次申報,1071005,營利事業捐贈收入,中科國際物流股份有限公司,29182232,500000.00,0.00,,金錢,臺中市大雅區****,04-2*****,
11,陳世凱,107年直轄市議員選舉,首次申報,1071009,營利事業捐贈收入,建懋投資股份有限公司,89944811,300000.00,0.00,,金錢,臺北市中正區****,02-2*****,
6,顏莉敏,107年直轄市議員選舉,首次申報,1070930,營利事業捐贈收入,中科國際物流股份有限公司,29182232,500000.00,0.00,,金錢,臺中市大雅區****,,
335,張茂楠,107年直轄市議員選舉,首次申報,1071022,營利事業捐贈收入,中科國際物流股份有限公司,29182232,300000.00,0.00,,金錢,臺中市大雅區****,0910*****,
1,朱秋隆,107年鄉(鎮、市)長選舉,首次申報,1071011,營利事業捐贈收入,建懋投資股份有限公司,89944811,200000.00,0.00,,金錢,臺北市忠孝東****,,
