104,蔡明輝,107年村(里)長選舉,首次申報,1071116,雜支支出,北基國際(股),23218091,0.00,100.00,汽機車燃料費用,金錢,新北市板橋區****,,
1084,侯友宜,107年直轄市市長選舉,首次申報,1070912,交通旅運支出,北基國際股份有限公司,23218091,0.00,1164.00,油資,金錢,,,
176,蘇貞昌,107年直轄市市長選舉,首次申報,1070606,交通旅運支出,北基國際股份有限公司,23218091,0.00,1050.00,油資,金錢,新北市板橋區****,,
248,蘇貞昌,107年直轄市市長選舉,首次申報,1070612,交通旅運支出,北基國際股份有限公司,23218091,0.00,1000.00,油資,金錢,新北市板橋區****,,
286,蘇貞昌,107年直轄市市長選舉,首次申報,1070619,交通旅運支出,北基國際股份有限公司,23218091,0.00,145.00,油資,金錢,新北市板橋區****,,
304,蘇貞昌,107年直轄市市長選舉,首次申報,1070620,交通旅運支出,北基國際股份有限公司,23218091,0.00,1600.00,油資,金錢,新北市板橋區****,,
338,蘇貞昌,107年直轄市市長選舉,首次申報,1070623,交通旅運支出,北基國際股份有限公司,23218091,0.00,1000.00,油資,金錢,新北市板橋區****,,
349,蘇貞昌,107年直轄市市長選舉,首次申報,1070625,交通旅運支出,北基國際股份有限公司,23218091,0.00,880.00,油資,金錢,新北市板橋區****,,
99,黃偉哲,107年直轄市市長選舉,首次申報,1070505,交通旅運支出,中華太子,79955248,0.00,958.00,油資,金錢,,,
324,黃偉哲,107年直轄市市長選舉,首次申報,1070525,交通旅運支出,中華太子,79955248,0.00,876.00,油資,金錢,,,
730,黃偉哲,107年直轄市市長選舉,首次申報,1070702,交通旅運支出,中華太子,79955248,0.00,1010.00,油資,金錢,,,
1293,黃偉哲,107年直轄市市長選舉,首次申報,1070819,交通旅運支出,台灣中油、中華、久井,79955248,0.00,5104.00,油資,金錢,,,
3046,黃偉哲,107年直轄市市長選舉,首次申報,1071204,交通旅運支出,中華太子、台灣中油,79955248,0.00,1400.00,油資,金錢,,,
34,陳其邁,107年直轄市市長選舉,首次申報,1071004,宣傳支出,高雄汽車客運股份有限公司,85248708,0.00,378000.00,租用廣告看板或車體廣告支出,金錢,高雄市鳳山區****,,
163,陳其邁,107年直轄市市長選舉,首次申報,1071111,交通旅運支出,高雄汽車客運股份有限公司,85248708,0.00,18000.00,搭乘交通工具支出,金錢,高雄市鳳山區****,,
211,陳其邁,107年直轄市市長選舉,首次申報,1071118,交通旅運支出,高雄汽車客運股份有限公司,85248708,0.00,84000.00,搭乘交通工具支出,金錢,高雄市鳳山區****,,
281,何博文,107年直轄市議員選舉,首次申報,1070929,交通旅運支出,北基國際股份有限公司,23218091,0.00,100.00,油資,金錢,新北市板橋區****,,
342,何博文,107年直轄市議員選舉,首次申報,1071007,交通旅運支出,北基國際股份有限公司,23218091,0.00,100.00,油資,金錢,新北市板橋區****,,
393,何博文,107年直轄市議員選舉,首次申報,1071016,交通旅運支出,北基國際股份有限公司,23218091,0.00,185.00,油資,金錢,新北市板橋區****,,
394,何博文,107年直轄市議員選舉,首次申報,1071016,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
419,何博文,107年直轄市議員選舉,首次申報,1071018,交通旅運支出,北基國際股份有限公司,23218091,0.00,180.00,油資,金錢,新北市板橋區****,,
432,何博文,107年直轄市議員選舉,首次申報,1071019,交通旅運支出,北基國際股份有限公司,23218091,0.00,135.00,油資,金錢,新北市板橋區****,,
466,何博文,107年直轄市議員選舉,首次申報,1071021,交通旅運支出,北基國際股份有限公司,23218091,0.00,170.00,油資,金錢,新北市板橋區****,,
502,何博文,107年直轄市議員選舉,首次申報,1071025,交通旅運支出,北基國際股份有限公司,23218091,0.00,120.00,油資,金錢,新北市板橋區****,,
515,何博文,107年直轄市議員選舉,首次申報,1071026,交通旅運支出,北基國際股份有限公司,23218091,0.00,160.00,油資,金錢,新北市板橋區****,,
539,何博文,107年直轄市議員選舉,首次申報,1071029,交通旅運支出,北基國際股份有限公司,23218091,0.00,170.00,油資,金錢,新北市板橋區****,,
543,何博文,107年直轄市議員選舉,首次申報,1071030,交通旅運支出,北基國際股份有限公司,23218091,0.00,1000.00,油資,金錢,新北市板橋區****,,
544,何博文,107年直轄市議員選舉,首次申報,1071030,交通旅運支出,北基國際股份有限公司,23218091,0.00,120.00,油資,金錢,新北市板橋區****,,
548,何博文,107年直轄市議員選舉,首次申報,1071031,交通旅運支出,北基國際股份有限公司,23218091,0.00,175.00,油資,金錢,新北市板橋區****,,
560,何博文,107年直轄市議員選舉,首次申報,1071101,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
575,何博文,107年直轄市議員選舉,首次申報,1071102,交通旅運支出,北基國際股份有限公司,23218091,0.00,120.00,油資,金錢,新北市板橋區****,,
576,何博文,107年直轄市議員選舉,首次申報,1071102,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
577,何博文,107年直轄市議員選舉,首次申報,1071102,交通旅運支出,北基國際股份有限公司,23218091,0.00,150.00,油資,金錢,新北市板橋區****,,
581,何博文,107年直轄市議員選舉,首次申報,1071103,交通旅運支出,北基國際股份有限公司,23218091,0.00,1000.00,油資,金錢,新北市板橋區****,,
584,何博文,107年直轄市議員選舉,首次申報,1071104,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
585,何博文,107年直轄市議員選舉,首次申報,1071104,交通旅運支出,北基國際股份有限公司,23218091,0.00,175.00,油資,金錢,新北市板橋區****,,
609,何博文,107年直轄市議員選舉,首次申報,1071106,交通旅運支出,北基國際股份有限公司,23218091,0.00,180.00,油資,金錢,新北市汐止區****,,
610,何博文,107年直轄市議員選舉,首次申報,1071106,交通旅運支出,北基國際股份有限公司,23218091,0.00,125.00,油資,金錢,新北市板橋區****,,
626,何博文,107年直轄市議員選舉,首次申報,1071108,交通旅運支出,北基國際股份有限公司,23218091,0.00,175.00,油資,金錢,新北市板橋區****,,
627,何博文,107年直轄市議員選舉,首次申報,1071108,交通旅運支出,北基國際股份有限公司,23218091,0.00,140.00,油資,金錢,新北市板橋區****,,
653,何博文,107年直轄市議員選舉,首次申報,1071110,交通旅運支出,北基國際股份有限公司,23218091,0.00,175.00,油資,金錢,新北市板橋區****,,
661,何博文,107年直轄市議員選舉,首次申報,1071111,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
669,何博文,107年直轄市議員選舉,首次申報,1071112,交通旅運支出,北基國際股份有限公司,23218091,0.00,165.00,油資,金錢,新北市板橋區****,,
680,何博文,107年直轄市議員選舉,首次申報,1071113,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
688,何博文,107年直轄市議員選舉,首次申報,1071114,交通旅運支出,北基國際股份有限公司,23218091,0.00,185.00,油資,金錢,新北市板橋區****,,
716,何博文,107年直轄市議員選舉,首次申報,1071116,交通旅運支出,北基國際股份有限公司,23218091,0.00,130.00,油資,金錢,新北市板橋區****,,
717,何博文,107年直轄市議員選舉,首次申報,1071116,交通旅運支出,北基國際股份有限公司,23218091,0.00,155.00,油資,金錢,新北市板橋區****,,
746,何博文,107年直轄市議員選舉,首次申報,1071118,交通旅運支出,北基國際股份有限公司,23218091,0.00,120.00,油資,金錢,新北市板橋區****,,
747,何博文,107年直轄市議員選舉,首次申報,1071118,交通旅運支出,北基國際股份有限公司,23218091,0.00,180.00,油資,金錢,新北市板橋區****,,
773,何博文,107年直轄市議員選舉,首次申報,1071121,交通旅運支出,北基國際股份有限公司,23218091,0.00,124.00,油資,金錢,新北市板橋區****,,
790,何博文,107年直轄市議員選舉,首次申報,1071123,交通旅運支出,北基國際股份有限公司,23218091,0.00,174.00,油資,金錢,新北市板橋區****,,
222,何博文,107年直轄市議員選舉,第一次賸餘,1080518,當選後與其公務有關之費用支出,北基國際,23218091,0.00,1000.00,油資,金錢,,,
6,彭盛韶,107年直轄市議員選舉,首次申報,1070508,雜支支出,北基國際股份有限公司,23218091,0.00,135.00,汽機車燃料費用,金錢,新北市板橋區****,,
