82,鄭運鵬,111年桃園市市長選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,5665.00,現金,,,網際網路費用,金錢,臺北市南港區****,,否,,,,,,,
143,鄭運鵬,111年桃園市市長選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,26287.00,現金,,,網際網路費用,金錢,臺北市南港區****,,否,,,,,,,
201,鄭運鵬,111年桃園市市長選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,4187.00,現金,,,網際網路費用,金錢,臺北市南港區****,,否,,,,,,,
608,蔣萬安,111年臺北市市長選舉,首次申報,1110824,雜支支出,綠界科技股份有限公司,97025978,0.00,10500.00,,,,信用卡收單設定費用,金錢,臺北市南港區****,,否,,,,,,,
11,商毓芳,111年臺南市市長選舉,首次申報,1110831,宣傳支出,綠界科技股份有限公司,97025978,0.00,289.00,,,,其他與選舉宣傳有關之費用,金錢,,,否,,,,,,,
6,吳香君,111年新北市議員選舉,首次申報,1110831,雜支支出,綠界科技股份有限公司,97025978,0.00,5103.00,,,,第三方支付費用,金錢,,,否,,,,,,,
7,吳香君,111年新北市議員選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,2961.00,,,,第三方支付費用,金錢,,,否,,,,,,,
9,吳香君,111年新北市議員選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,1379.00,,,,第三方支付費用,金錢,,,否,,,,,,,
13,吳香君,111年新北市議員選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,1165.00,,,,第三方支付費用,金錢,,,否,,,,,,,
42,吳沛憶,111年臺北市議員選舉,首次申報,1110831,雜支支出,綠界科技股份有限公司,97025978,0.00,2988.00,,,,手續費,金錢,臺北市南港區****,,否,,,,,,,
65,吳沛憶,111年臺北市議員選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,2468.00,,,,手續費,金錢,臺北市南港區****,,否,,,,,,,
96,吳沛憶,111年臺北市議員選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,3221.00,,,,手續費,金錢,臺北市南港區****,,否,,,,,,,
139,吳沛憶,111年臺北市議員選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,1078.00,,,,手續費,金錢,臺北市南港區****,,否,,,,,,,
49,王閔生,111年臺北市議員選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,607.00,,,,第三方金流,金錢,臺北市南港區****,,否,,,,,,,
83,王閔生,111年臺北市議員選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,1133.00,,,,第三方金流,金錢,臺北市南港區****,,否,,,,,,,
127,王閔生,111年臺北市議員選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,690.00,,,,第三方金流,金錢,臺北市南港區****,,否,,,,,,,
6,苗博雅,111年臺北市議員選舉,首次申報,1110518,雜支支出,綠界科技股份有限公司,97025978,0.00,10500.00,,,,第三方支付信用卡收單設定費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
11,苗博雅,111年臺北市議員選舉,首次申報,1110531,雜支支出,綠界科技股份有限公司,97025978,0.00,5.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
27,苗博雅,111年臺北市議員選舉,首次申報,1110630,雜支支出,綠界科技股份有限公司,97025978,0.00,27022.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
41,苗博雅,111年臺北市議員選舉,首次申報,1110731,雜支支出,綠界科技股份有限公司,97025978,0.00,4888.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
73,苗博雅,111年臺北市議員選舉,首次申報,1110831,雜支支出,綠界科技股份有限公司,97025978,0.00,13146.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
117,苗博雅,111年臺北市議員選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,11373.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
179,苗博雅,111年臺北市議員選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,15057.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
334,苗博雅,111年臺北市議員選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,18750.00,,,,第三方支付金流服務手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
69,李佳玲,111年高雄市議員選舉,首次申報,1110831,雜支支出,綠界科技有限公司,97025978,0.00,1077.00,,,,雜項,金錢,,,否,,,,,,,
91,李佳玲,111年高雄市議員選舉,首次申報,1110930,雜支支出,綠界科技有限公司,97025978,0.00,63.00,,,,雜項,金錢,,,否,,,,,,,
126,李佳玲,111年高雄市議員選舉,首次申報,1111031,雜支支出,綠界科技有限公司,97025978,0.00,168.00,,,,雜項,金錢,,,否,,,,,,,
211,李佳玲,111年高雄市議員選舉,首次申報,1111130,雜支支出,綠界科技有限公司,97025978,0.00,653.00,,,,雜項購置或修繕費用,金錢,,,否,,,,,,,
15,陳琬惠,111年宜蘭縣縣長選舉,首次申報,1110731,雜支支出,綠界科技股份有限公司,97025978,0.00,9063.00,,,,第三方支付手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
97,陳琬惠,111年宜蘭縣縣長選舉,首次申報,1110831,雜支支出,綠界科技股份有限公司,97025978,0.00,651.00,,,,第三方支付手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
167,陳琬惠,111年宜蘭縣縣長選舉,首次申報,1110930,雜支支出,綠界科技股份有限公司,97025978,0.00,908.00,,,,第三方支付手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
303,陳琬惠,111年宜蘭縣縣長選舉,首次申報,1111031,雜支支出,綠界科技股份有限公司,97025978,0.00,378.00,,,,第三方支付手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
520,陳琬惠,111年宜蘭縣縣長選舉,首次申報,1111130,雜支支出,綠界科技股份有限公司,97025978,0.00,84.00,,,,第三方支付手續費,金錢,臺北市南港區****,02-2*****,否,,,,,,,
