186,伍麗華,109年立法委員選舉,首次申報,1081215,交通旅運支出,高雄汽車客運股份有公司,85248708,0.00,8000.00,搭乘交通工具支出參加競總成立搭交通公具,金錢,高雄市鳳山區****,0774*****,
395,吳秉叡,109年立法委員選舉,首次申報,1081115,交通旅運支出,北基國際股份有限公司,23218091,0.00,500.00,油資,金錢,,,
147,張銘祐,109年立法委員選舉,首次申報,1081017,交通旅運支出,北基國際股份有限公司,23218091,0.00,100.00,油資,金錢,新北市板橋區****,,
37,林國春,109年立法委員選舉,首次申報,1081114,租用宣傳車輛支出,北基,23218091,0.00,660.00,宣傳車輛燃料支出,金錢,,,
834,江永昌,109年立法委員選舉,首次申報,1081225,交通旅運支出,北基國際,23218091,0.00,700.00,油資,金錢,新北市中和區****,,
5,洪孟楷,109年立法委員選舉,首次申報,1080702,交通旅運支出,北基國際股份有限公司,23218091,0.00,1600.00,油資,金錢,新北市板橋區****,,
373,羅明才,109年立法委員選舉,首次申報,1081208,租用宣傳車輛支出,北基國際股份有限公司,23218091,0.00,2207.00,宣傳車輛燃料支出,金錢,新北市板橋區****,,
3,連石磊,109年立法委員選舉,首次申報,1081026,交通旅運支出,加油站,23218091,0.00,500.00,油資,金錢,,,
5,連石磊,109年立法委員選舉,首次申報,1081031,交通旅運支出,加油站,23218091,0.00,500.00,油資,金錢,,,
8,連石磊,109年立法委員選舉,首次申報,1081102,交通旅運支出,加油站,23218091,0.00,100.00,油資,金錢,,,
9,連石磊,109年立法委員選舉,首次申報,1081103,交通旅運支出,加油站,23218091,0.00,500.00,油資,金錢,,,
10,連石磊,109年立法委員選舉,首次申報,1081106,交通旅運支出,加油站,23218091,0.00,100.00,油資,金錢,,,
12,連石磊,109年立法委員選舉,首次申報,1081113,交通旅運支出,加油站,23218091,0.00,762.00,油資,金錢,,,
13,連石磊,109年立法委員選舉,首次申報,1081115,交通旅運支出,加油站,23218091,0.00,100.00,油資,金錢,,,
18,連石磊,109年立法委員選舉,首次申報,1081127,交通旅運支出,加油站,23218091,0.00,284.00,油資,金錢,,,
119,黃志雄,109年立法委員選舉,首次申報,1080721,交通旅運支出,中油新海加油站,23218091,0.00,1144.00,油資,金錢,新北市板橋區****,2256*****,
476,林俊憲,109年立法委員選舉,首次申報,1080928,租用宣傳車輛支出,中華太子加油站股份有限公司,79955248,0.00,1000.00,宣傳車輛燃料支出,金錢,臺南市南區文****,,
564,林俊憲,109年立法委員選舉,首次申報,1081004,租用宣傳車輛支出,中華太子加油站股份有限公司,79955248,0.00,273.00,宣傳車輛燃料支出,金錢,臺南市南區文****,,
565,林俊憲,109年立法委員選舉,首次申報,1081004,租用宣傳車輛支出,中華太子加油站股份有限公司,79955248,0.00,1000.00,宣傳車輛燃料支出,金錢,臺南市南區文****,,
632,林俊憲,109年立法委員選舉,首次申報,1081009,租用宣傳車輛支出,中華太子加油站股份有限公司,79955248,0.00,954.00,宣傳車輛燃料支出,金錢,臺南市南區文****,,
816,林俊憲,109年立法委員選舉,首次申報,1081021,租用宣傳車輛支出,中華太子加油站股份有限公司,79955248,0.00,286.00,宣傳車輛燃料支出,金錢,臺南市南區文****,,
