2,黃秀滿,111年桃園市平鎮區廣仁里里長選舉,首次申報,1111107,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,20000.00,0.00,現金,1111107,,,金錢,桃園市平鎮區****,03-4*****,,,,,,,,
99,劉仁照,111年桃園市議員選舉,首次申報,1111110,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,200000.00,0.00,匯款,1111110,,,金錢,臺北市大安區****,,,,,,,,,
176,吳進昌,111年桃園市議員選舉,首次申報,1111102,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,30000.00,0.00,現金,1111103,,,金錢,桃園市觀音區****,03-4*****,,,,,,,,
43,周玉琴,111年桃園市議員選舉,首次申報,1111115,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,150000.00,0.00,匯款,1111115,,,金錢,臺北市大安區****,,,,,,,,,
139,楊家俍,111年桃園市議員選舉,首次申報,1111108,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,50000.00,0.00,現金,1111116,,,金錢,桃園市平鎮區****,,,,,,,,,
183,王珮毓,111年桃園市議員選舉,首次申報,1111111,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,30000.00,0.00,現金,1111116,,,金錢,桃園市平鎮區****,03-4*****,,,,,,,,
163,舒翠玲,111年桃園市議員選舉,首次申報,1111108,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,50000.00,0.00,現金,1111108,,,金錢,桃園市平鎮區****,4932*****,,,,,,,,
28,郭蔡美英,111年桃園市議員選舉,首次申報,1111104,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,50000.00,0.00,現金,1111104,,,金錢,桃園市觀音區****,0921*****,,,,,,,,
32,陳韋曄,111年桃園市議員選舉,首次申報,1111119,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,100000.00,0.00,現金,1111124,,,金錢,桃園市平鎮區****,03-4*****,,,,,,,,
63,黃敬平,111年桃園市議員選舉,首次申報,1110601,營利事業捐贈收入,國產建材實業股份有限公司,24060203,300000.00,0.00,匯款,1110601,,,金錢,臺北市內湖區****,02-8*****,,,,,,,,
240,黃敬平,111年桃園市議員選舉,首次申報,1111108,營利事業捐贈收入,新光合成纖維股份有限公司,07435515,50000.00,0.00,現金,1111109,,,金錢,桃園市平鎮區****,,,,,,,,,
25,朱正軒,111年臺南市議員選舉,首次申報,1110801,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,100000.00,0.00,匯款,1110801,,,金錢,高雄市仁武區****,,,,,,,,,
54,張勝富,111年高雄市議員選舉,首次申報,1111111,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,100000.00,0.00,現金,1111111,,,金錢,高雄市仁武區****,07-3*****,,,,,,,,
36,林慧欣,111年高雄市議員選舉,首次申報,1111121,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,300000.00,0.00,匯款,1111121,,,金錢,高雄市仁武區****,,,,,,,,,
101,江瑞鴻,111年高雄市議員選舉,首次申報,1111104,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,100000.00,0.00,匯款,1111104,,,金錢,高雄市仁武區****,,,,,,,,,
57,陳善慧,111年高雄市議員選舉,首次申報,1111028,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,100000.00,0.00,匯款,1111028,,,金錢,高雄市仁武區****,3734*****,,,,,,,,
2,王樹圍,111年屏東縣高樹鄉鄉長選舉,首次申報,1111019,營利事業捐贈收入,鳳勝實業股份有限公司,16093742,400000.00,0.00,匯款,1111019,已返還,,金錢,高雄市仁武區****,07-3*****,,,,,,,,
