99,周春蘭,107年村(里)長選舉,首次申報,1071121,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,699.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
5,歐陽和,107年村(里)長選舉,首次申報,1071030,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,4288.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
19,林國欽,107年村(里)長選舉,首次申報,1071103,雜支支出,PCHOME線上購物,16606102,0.00,788.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
14,葉建志,107年村(里)長選舉,首次申報,1071025,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,6251.00,雜項購置或修繕費用,金錢,,,
18,葉建志,107年村(里)長選舉,首次申報,1071031,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,1488.00,雜項購置或修繕費用,金錢,,,
340,侯友宜,107年直轄市市長選舉,首次申報,1070726,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,17580.00,雜項購置或修繕費用,金錢,,,
568,侯友宜,107年直轄市市長選舉,首次申報,1070811,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,5690.00,防潮箱,金錢,,,
705,侯友宜,107年直轄市市長選舉,首次申報,1070820,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,587.00,讀卡機,金錢,,,
819,侯友宜,107年直轄市市長選舉,首次申報,1070828,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,3990.00,雜項購置或修繕費用,金錢,,,
1303,侯友宜,107年直轄市市長選舉,首次申報,1070927,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,984.00,雜項購置或修繕費用-PCHome線上購物,金錢,臺北市大安區****,,
1375,侯友宜,107年直轄市市長選舉,首次申報,1070930,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,791.00,雜項購置或修繕費用,金錢,,,
1415,侯友宜,107年直轄市市長選舉,首次申報,1071001,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,3480.00,雜項購置或修繕費用,金錢,,,
1558,侯友宜,107年直轄市市長選舉,首次申報,1071005,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,6764.00,雜項購置或修繕費用,金錢,,,
1626,侯友宜,107年直轄市市長選舉,首次申報,1071008,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,5499.00,電腦週邊,金錢,,,
1707,侯友宜,107年直轄市市長選舉,首次申報,1071012,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,960.00,雜項購置或修繕費用,金錢,,,
1731,侯友宜,107年直轄市市長選舉,首次申報,1071013,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,2644.00,雜項購置或修繕費用,金錢,,,
1775,侯友宜,107年直轄市市長選舉,首次申報,1071015,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,599.00,雜項購置或修繕費用,金錢,,,
1807,侯友宜,107年直轄市市長選舉,首次申報,1071017,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,9891.00,雜項購置或修繕費用,金錢,,,
1906,侯友宜,107年直轄市市長選舉,首次申報,1071023,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,1339.00,雜項購置或修繕費用,金錢,,,
2945,侯友宜,107年直轄市市長選舉,首次申報,1071122,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,2999.00,雜項購置或修繕費用,金錢,,,
