286,羅智強,111年桃園市市長選舉,首次申報,1110609,雜支支出,義享時尚廣場,53577690,0.00,943.00,,,,餐飲費用,金錢,,,否,,,,,,,
298,羅智強,111年桃園市市長選舉,首次申報,1110610,交通旅運支出,萬豪酒店,53577707,0.00,6006.00,,,,差旅膳宿費用,金錢,,,否,,,,,,,
450,馬見,111年新北市議員選舉,首次申報,1110926,雜支支出,義大開發股份有限公司,84448481,0.00,155.00,,,,餐飲費用,金錢,,,否,,,,,,,
451,馬見,111年新北市議員選舉,首次申報,1110926,交通旅運支出,義大開發股份有限公司,84448481,0.00,100.00,,,,停車費,金錢,,,否,,,,,,,
76,黃佳恬,111年臺中市議員選舉,首次申報,1110625,雜支支出,義大開發股份有限公司,84448481,0.00,3674.00,,,,餐飲費用,金錢,,,否,,,,,,,
84,黃佳恬,111年臺中市議員選舉,首次申報,1110626,雜支支出,義大開發股份有限公司,84448481,0.00,4491.00,,,,競選服飾.蛋捲,金錢,,,否,,,,,,,
85,黃佳恬,111年臺中市議員選舉,首次申報,1110626,雜支支出,義大開發股份有限公司,84448481,0.00,786.00,,,,餐飲費用,金錢,,,否,,,,,,,
182,童燕珍,111年高雄市議員選舉,首次申報,1111110,雜支支出,朕豪大酒店股份有限公司,53577707,0.00,2046.00,,,,餐飲費用,金錢,高雄市鼓山區****,,否,,,,,,,
597,簡煥宗,111年高雄市議員選舉,首次申報,1111102,雜支支出,義享時尚廣場(餐飲),53577690,0.00,510.00,,,,餐飲費用,金錢,,,否,,,,,,,
1393,鄭光峰,111年高雄市議員選舉,首次申報,1111108,集會支出,義大遊覽車股份有限公司,53595796,0.00,12000.00,,,,專租車,金錢,,,否,,,,,,,
46,陳美雅,111年高雄市議員選舉,首次申報,1110704,雜支支出,朕華國際股份有限公司,53577690,0.00,1098.00,,,,餐飲費用,金錢,高雄市鼓山區****,,否,,,,,,,
52,陳美雅,111年高雄市議員選舉,首次申報,1110710,雜支支出,朕華國際股份有限公司,53577690,0.00,1133.00,,,,餐飲費用,金錢,高雄市鼓山區****,,否,,,,,,,
147,陳美雅,111年高雄市議員選舉,首次申報,1110919,雜支支出,朕華國際股份有限公司,53577690,0.00,1100.00,,,,餐飲費用,金錢,高雄市鼓山區****,,否,,,,,,,
224,陳美雅,111年高雄市議員選舉,首次申報,1111028,雜支支出,朕華國際股份有限公司,53577690,0.00,1092.00,,,,餐飲費用,金錢,高雄市鼓山區****,,否,,,,,,,
