40,蔡玉真,107年村(里)長選舉,首次申報,1071111,集會支出,國泰保險,03374707,0.00,2905.00,租用場地支出,金錢,,,
83,蘇煥智,107年直轄市市長選舉,首次申報,1070910,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,22644.00,投保員工意外險保險費支出,金錢,臺北市大安區****,,
455,蘇煥智,107年直轄市市長選舉,首次申報,1071115,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,15666.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
2670,黃偉哲,107年直轄市市長選舉,首次申報,1071116,雜支支出,國泰保險,84445772,0.00,2540.00,雜項購置或修繕費用,金錢,,,
2842,黃偉哲,107年直轄市市長選舉,首次申報,1071120,雜支支出,國泰保險,84445772,0.00,1813.00,雜項購置或修繕費用,金錢,,,
497,江怡臻,107年直轄市議員選舉,首次申報,1071204,雜支支出,國泰世華銀行,04231910,0.00,200.00,銀行手續費,金錢,臺北市信義區****,,
129,蔡錦賢,107年直轄市議員選舉,首次申報,1071019,雜支支出,國泰人壽保險股份有限公司,03374707,0.00,3087.00,保險費,金錢,,,
130,蔡錦賢,107年直轄市議員選舉,首次申報,1071019,雜支支出,國泰人壽保險股份有限公司,03374707,0.00,7293.00,保險費,金錢,,,
236,蔡錦賢,107年直轄市議員選舉,首次申報,1071102,雜支支出,國泰人壽保險股份有限公司,03374707,0.00,5656.00,團保保險費,金錢,,,
41,鄭戴麗香,107年直轄市議員選舉,首次申報,1071010,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,4113.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
119,鄭戴麗香,107年直轄市議員選舉,首次申報,1071026,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,3291.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
134,鄭戴麗香,107年直轄市議員選舉,首次申報,1071029,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,3949.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
147,鄭戴麗香,107年直轄市議員選舉,首次申報,1071030,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,4113.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
216,鄭戴麗香,107年直轄市議員選舉,首次申報,1071109,雜支支出,國泰世紀產物保險股份有限公司,84445772,0.00,8370.00,雜項購置或修繕費用,金錢,臺北市大安區****,,
21,劉仁照,107年直轄市議員選舉,首次申報,1071002,人事費用支出,國泰人壽保險股份有限公司,03374707,0.00,10758.00,團體意外保險之保險費,金錢,臺北市大安區****,,
