1805,韓國瑜,107年直轄市市長選舉,首次申報,1071116,雜支支出,怡客咖啡,84501598,0.00,90.00,餐飲費用,金錢,,,
521,戴錫欽,107年直轄市議員選舉,首次申報,1071019,雜支支出,怡客咖啡股份有限公司,84501598,0.00,380.00,餐飲費用,金錢,,,
152,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080116,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,160.00,餐飲支出,金錢,,,
202,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080124,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,220.00,餐飲支出,金錢,,,
232,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080130,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,200.00,餐飲支出,金錢,,,
313,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080218,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,50.00,餐飲支出,金錢,,,
338,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080223,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,200.00,餐飲支出,金錢,,,
416,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080314,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,120.00,餐飲支出,金錢,,,
426,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080317,參加公職人員選舉使用支出,怡客咖啡股份有限公司,84501598,0.00,120.00,餐飲支出,金錢,,,
458,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080321,參加公職人員選舉使用支出,怡客咖啡股份有限公司,84501598,0.00,85.00,餐飲支出,金錢,,,
650,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080420,參加公職人員選舉使用支出,怡客咖啡股份有限公司,84501598,0.00,125.00,餐飲支出,金錢,,,
688,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080425,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,100.00,餐飲支出,金錢,,,
990,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080529,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,190.00,餐飲支出,金錢,,,
1293,王鴻薇,107年直轄市議員選舉,第一次賸餘,1080725,當選後與其公務有關之費用支出,怡客咖啡股份有限公司,84501598,0.00,105.00,餐飲支出,金錢,,,
142,許菡芸,107年直轄市議員選舉,首次申報,1071010,交通旅運支出,台灣中油股份有限公司油品行銷事業部台北營業處民權西路,84501598,0.00,185.00,油資,金錢,,,
574,陳彥伯,107年直轄市議員選舉,首次申報,1070824,雜支支出,怡客咖啡股份有限公司,84501598,0.00,320.00,餐飲費用,金錢,,,
1257,陳彥伯,107年直轄市議員選舉,首次申報,1071031,雜支支出,怡客咖啡股份有限公司,84501598,0.00,115.00,餐飲費用,金錢,,,
819,黃珊珊,107年直轄市議員選舉,首次申報,1070907,雜支支出,怡客,84501598,0.00,210.00,餐飲費用,金錢,,,
1535,黃珊珊,107年直轄市議員選舉,首次申報,1071107,雜支支出,怡客咖啡,84501598,0.00,110.00,餐飲費用,金錢,,,
1658,黃珊珊,107年直轄市議員選舉,首次申報,1071120,雜支支出,怡客咖啡,84501598,0.00,90.00,餐飲費用,金錢,,,
411,饒慶鈴,107年縣(市)長選舉,首次申報,1071015,雜支支出,怡客咖啡(股)公司,84501598,0.00,285.00,咖啡,金錢,,0800*****,
