633,黃偉哲,107年直轄市市長選舉,首次申報,1071120,營利事業捐贈收入,京城國際建築經理股份有限公司,52476152,350000.00,0.00,,金錢,臺北市松山區****,,
635,黃偉哲,107年直轄市市長選舉,首次申報,1071120,營利事業捐贈收入,府城財產保險代理人股份有限公司,79962114,150000.00,0.00,,金錢,臺南市中西區****,,
422,陳其邁,107年直轄市市長選舉,首次申報,1071022,營利事業捐贈收入,新銳投資股份有限公司,16464602,200000.00,0.00,,金錢,高雄市左營區****,,
423,陳其邁,107年直轄市市長選舉,首次申報,1071022,營利事業捐贈收入,天籟投資股份有限公司,16464949,200000.00,0.00,,金錢,高雄市左營區****,,
424,陳其邁,107年直轄市市長選舉,首次申報,1071022,營利事業捐贈收入,天剛投資股份有限公司,16740396,200000.00,0.00,,金錢,高雄市左營區****,,
490,陳其邁,107年直轄市市長選舉,首次申報,1071024,營利事業捐贈收入,京城銀國際租賃股份有限公司,24930384,200000.00,0.00,,金錢,臺北市松山區****,,
493,陳其邁,107年直轄市市長選舉,首次申報,1071024,營利事業捐贈收入,京城商業銀行股份有限公司,68921101,500000.00,0.00,,金錢,臺南市中西區****,,
495,陳其邁,107年直轄市市長選舉,首次申報,1071024,營利事業捐贈收入,台南人身保險代理人股份有限公司,79962212,200000.00,0.00,,金錢,臺南市中西區****,,
979,陳其邁,107年直轄市市長選舉,首次申報,1071120,營利事業捐贈收入,新銳投資股份有限公司,16464602,400000.00,0.00,,金錢,高雄市左營區****,,
87,賴惠員,107年直轄市議員選舉,首次申報,1071009,營利事業捐贈收入,台南人身保險代理人股份有限公司,79962212,300000.00,0.00,,金錢,臺南市中西區****,,
37,李喬如,107年直轄市議員選舉,首次申報,1071024,營利事業捐贈收入,天剛投資股份有限公司,16740396,100000.00,0.00,,金錢,高雄市左營區****,,
31,黃香菽,107年直轄市議員選舉,首次申報,1071016,營利事業捐贈收入,京城銀國際租賃股份有限公司,24930384,300000.00,0.00,,金錢,臺北市松山區****,,
