1930,韓國瑜,107年直轄市市長選舉,首次申報,1071120,雜支支出,京站時尚廣場,28710621,0.00,755.00,餐飲費用,金錢,,,
7,胡世和,107年直轄市議員選舉,首次申報,1070504,雜支支出,京站時尚廣場,28710621,0.00,3025.00,餐飲費用,金錢,,,
208,陳偉杰,107年直轄市議員選舉,首次申報,1070907,交通旅運支出,京站實業股份有限公司,28710621,0.00,30.00,停車費,金錢,,,
578,劉士州,107年直轄市議員選舉,首次申報,1071006,雜支支出,京站實業股份有限公司,28710621,0.00,150.00,餐飲費用,金錢,臺北市大同區****,,
3,劉仕傑,107年直轄市議員選舉,首次申報,1070517,雜支支出,京站實業股份有限公司,28710621,0.00,3520.00,雜項購置或修繕費用,金錢,臺北市****,,
258,吳崢,107年直轄市議員選舉,首次申報,1070704,雜支支出,京站時尚廣場,28710621,0.00,330.00,餐飲費用,金錢,,,
784,李傅中武,107年直轄市議員選舉,首次申報,1071018,雜支支出,京站時尚廣場,28710621,0.00,78.00,餐飲費用,金錢,,,
863,李傅中武,107年直轄市議員選舉,第一次賸餘,1080724,當選後與其公務有關之費用支出,京站時尚廣場,28710621,0.00,1010.00,雜項購置,金錢,,,
906,李傅中武,107年直轄市議員選舉,第一次賸餘,1080805,當選後與其公務有關之費用支出,京站時尚廣場,28710621,0.00,990.00,餐飲費用,金錢,,,
11,汪志冰,107年直轄市議員選舉,首次申報,1070501,交通旅運支出,京站實業股份有限公司,28710621,0.00,4000.00,停車費,金錢,臺北市大同區****,2182*****,
39,汪志冰,107年直轄市議員選舉,首次申報,1070601,雜支支出,京站時尚廣場等,28710621,0.00,10382.00,餐飲費用,金錢,臺北市大同區****,2182*****,
100,汪志冰,107年直轄市議員選舉,首次申報,1070803,雜支支出,京站時尚廣場,28710621,0.00,178.00,餐飲費用,金錢,臺北市大同區****,,
175,汪志冰,107年直轄市議員選舉,首次申報,1071002,交通旅運支出,京站實業股份有限公司,28710621,0.00,16000.00,停車費,金錢,臺北市大同區****,2182*****,
405,汪志冰,107年直轄市議員選舉,首次申報,1071201,交通旅運支出,京站實業股份有限公司,28710621,0.00,4000.00,停車費,金錢,臺北市大同區****,,
707,潘懷宗,107年直轄市議員選舉,首次申報,1071201,雜支支出,京站時尚廣場,28710621,0.00,2860.00,餐飲費用,金錢,,,
133,羅智強,107年直轄市議員選舉,首次申報,1070614,雜支支出,金色三麥,28710621,0.00,4488.00,餐飲費用,金錢,臺北市****,,
212,羅智強,107年直轄市議員選舉,第二次賸餘,1090320,當選後與其公務有關之費用支出,京站實業股份有限公司,28710621,0.00,2087.00,,,,餐飲費用,金錢,,,,,,,,,
756,郭昭巖,107年直轄市議員選舉,首次申報,1071122,雜支支出,京站,28710621,0.00,8270.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
769,郭昭巖,107年直轄市議員選舉,首次申報,1071123,雜支支出,京站時尚,28710621,0.00,180.00,雜項購置或修繕費用,金錢,臺北市大同區****,,
1115,陳建銘,107年直轄市議員選舉,首次申報,1071129,雜支支出,京站,28710621,0.00,341.00,餐飲費用,金錢,,,
124,顏若芳,107年直轄市議員選舉,首次申報,1070608,雜支支出,京站實業股份有限公司,28710621,0.00,2376.00,餐飲費用,金錢,臺北市大同區****,,
284,吳育仁,107年縣(市)長選舉,首次申報,1070914,雜支支出,京站實業股份有限公司,28710621,0.00,2274.00,餐飲費,金錢,臺北市大同區****,,
