270,蔡易餘,109年立法委員選舉,首次申報,1081231,營利事業捐贈收入,釆略投資股份有限公司,27290565,100000.00,0.00,,金錢,臺北市松山區****,0925*****,
198,江永昌,109年立法委員選舉,首次申報,1081230,營利事業捐贈收入,采略投資股份有限公司,27290565,100000.00,0.00,,金錢,台北市松山區****,,
199,江永昌,109年立法委員選舉,首次申報,1081230,營利事業捐贈收入,德陽投資股份有限公司,27808626,100000.00,0.00,,金錢,台北市松山區****,,
27,羅明才,109年立法委員選舉,首次申報,1081202,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,500000.00,0.00,,金錢,臺北市松山區****,,
86,賴品妤,109年立法委員選舉,首次申報,1081106,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,100000.00,0.00,,金錢,臺北市松山區****,,
51,陳明義,109年立法委員選舉,首次申報,1081121,營利事業捐贈收入,永翊開發股份有限公司,16058560,200000.00,0.00,,金錢,新北市林口區****,2600*****,
52,陳明義,109年立法委員選舉,首次申報,1081121,營利事業捐贈收入,德陽投資股份有限公司,27808626,200000.00,0.00,,金錢,新北市林口區****,2600*****,
78,陳明義,109年立法委員選舉,首次申報,1081211,營利事業捐贈收入,采略投資股份有限公司,27290565,200000.00,0.00,,金錢,新北市林口區****,2600*****,
227,鄭寶清,109年立法委員選舉,首次申報,1081230,營利事業捐贈收入,德陽投資股份有限公司,27808626,100000.00,0.00,,金錢,臺北市松山區****,0925*****,
247,黃國書,109年立法委員選舉,首次申報,1081218,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,100000.00,0.00,,金錢,臺北市松山區****,,
257,黃國書,109年立法委員選舉,首次申報,1081219,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,100000.00,0.00,,金錢,臺北市松山區****,,
83,阮昭雄,109年立法委員選舉,首次申報,1081205,營利事業捐贈收入,德陽投資股份有限公司,27808626,100000.00,0.00,,金錢,臺北市松山區****,,
506,王定宇,109年立法委員選舉,首次申報,1081231,營利事業捐贈收入,采略投資股份有限公司,27290565,100000.00,0.00,,金錢,新北市林口區****,,
90,陳瑩,109年立法委員選舉,首次申報,1081227,營利事業捐贈收入,采略投資股份有限公司,27290565,100000.00,0.00,,金錢,新北市林口區****,,
273,蘇治芬,109年立法委員選舉,首次申報,1081227,營利事業捐贈收入,采略投資股份有限公司,27290565,100000.00,0.00,,金錢,臺北市松山區****,0925*****,
274,蘇治芬,109年立法委員選舉,首次申報,1081227,營利事業捐贈收入,德陽投資股份有限公司,27808626,100000.00,0.00,,金錢,臺北市松山區****,0925*****,
356,趙天麟,109年立法委員選舉,首次申報,1081231,營利事業捐贈收入,德陽投資股份有限公司,27808626,100000.00,0.00,,金錢,新北市林口區****,,
258,邱志偉,109年立法委員選舉,首次申報,1081024,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,100000.00,0.00,,金錢,臺北市松山區****,02-2*****,
273,邱志偉,109年立法委員選舉,首次申報,1081101,營利事業捐贈收入,亞昕國際開發股份有限公司,89961389,100000.00,0.00,,金錢,臺北市松山區****,,
25555,蔡英文,109年總統、副總統選舉,首次申報,1081205,營利事業捐贈收入,德陽投資股份有限公司,27808626,300000.00,0.00,,金錢,台北市松山區****,9259*****,
25672,蔡英文,109年總統、副總統選舉,首次申報,1081206,營利事業捐贈收入,德陽投資股份有限公司,27808626,200000.00,0.00,,金錢,新北市林口區****,,
29697,蔡英文,109年總統、副總統選舉,首次申報,1081220,營利事業捐贈收入,采略投資股份有限公司,27290565,300000.00,0.00,,金錢,新北市林口區****,,
30323,蔡英文,109年總統、副總統選舉,首次申報,1081224,營利事業捐贈收入,采略投資股份有限公司,27290565,200000.00,0.00,,金錢,新北市林口區****,,
