2628,侯友宜,107年直轄市市長選舉,首次申報,1071115,返還支出,緯來電視網股份有限公司,20913187,0.00,400000.00,返還,金錢,臺北市松山區****,,
730,林佳龍,107年直轄市市長選舉,首次申報,1070927,宣傳支出,緯來電視網股份有限公司,20913187,0.00,400000.00,播送、傳送或刊登宣傳廣告支出,金錢,臺北市松山區****,,
1,張淑惠,107年直轄市議員選舉,第一次賸餘,1080218,參加公職人員選舉使用支出,中國信託銀行,03077208,0.00,200.00,調閱往來歷史交易資料,金錢,,,
80,陳鈺方,107年直轄市議員選舉,首次申報,1071123,雜支支出,中國信託商業銀行,03077208,0.00,15.00,電信費用,金錢,,,
49,徐世勲,107年直轄市議員選舉,首次申報,1071002,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
64,徐世勲,107年直轄市議員選舉,首次申報,1071009,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,14.00,網銀手續費,金錢,臺北市南港區****,,
65,徐世勲,107年直轄市議員選舉,首次申報,1071009,交通旅運支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
89,徐世勲,107年直轄市議員選舉,首次申報,1071015,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
96,徐世勲,107年直轄市議員選舉,首次申報,1071017,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
109,徐世勲,107年直轄市議員選舉,首次申報,1071023,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,14.00,網銀手續費,金錢,臺北市南港區****,,
156,徐世勲,107年直轄市議員選舉,首次申報,1071105,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,14.00,網銀手續費,金錢,臺北市南港區****,,
165,徐世勲,107年直轄市議員選舉,首次申報,1071109,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,42.00,網銀手續費,金錢,臺北市南港區****,,
179,徐世勲,107年直轄市議員選舉,首次申報,1071114,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
181,徐世勲,107年直轄市議員選舉,首次申報,1071116,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
193,徐世勲,107年直轄市議員選舉,首次申報,1071120,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,30.00,銀行手續費,金錢,臺北市南港區****,,
198,徐世勲,107年直轄市議員選舉,首次申報,1071122,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,14.00,網銀手續費,金錢,臺北市南港區****,,
201,徐世勲,107年直轄市議員選舉,首次申報,1071123,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,60.00,銀行手續費,金錢,臺北市南港區****,,
202,徐世勲,107年直轄市議員選舉,首次申報,1071123,雜支支出,中國信託商業銀行股份有限公司,03077208,0.00,14.00,網銀手續費,金錢,臺北市南港區****,,
1377,李慶元,107年直轄市議員選舉,首次申報,1071104,集會支出,台壽保產險,27938888,0.00,5974.00,總部成立大會-公共意外責任保險,金錢,,,
56,楊中成,107年直轄市議員選舉,首次申報,1070830,雜支支出,台壽保產險,80503378,0.00,3748.00,團保意外險,金錢,,0800*****,
